id,category,year_level,question,question_image,choice_a,choice_a_image,choice_b,choice_b_image,choice_c,choice_c_image,choice_d,choice_d_image,correct_answer,is_active,difficulty_level,has_images
6722.0,Science,Senior (Grade 11-12),This is the thinnest layer of the Earth.,,Mantle,,Crust,,Outer core,,Inner core,,Crust,1,Difficult,0
6723.0,Science,Senior (Grade 11-12),This type of crust has more dense materials as compared with the other type.,,oceanic,,plate,,continental,,emergent,,oceanic,1,Difficult,0
6724.0,Science,Senior (Grade 11-12),It is responsible for the Earth's magnetic field.,,inner core,,outer core,,mantle,,crust,,outer core,1,Difficult,0
6725.0,Science,Senior (Grade 11-12),It is the largest and thickest layer of the Earth.,,crust,,outer core,,inner core,,mantle,,mantle,1,Difficult,0
6726.0,Science,Senior (Grade 11-12),It lies just beneath the Mohorovicic discontinuity.,,mantle,,outer core,,crust,,inner core,,mantle,1,Difficult,0
6730.0,Science,Senior (Grade 11-12),It has an approximate thickness of around 1250 kilometers.,,inner core,,outer core,,mantle,,crust,,inner core,1,Difficult,0
6731.0,Science,Senior (Grade 11-12),It has 83% of the total volume of the Earth.,,crust,,outer core,,inner core,,mantle,,mantle,1,Difficult,0
6732.0,Science,Senior (Grade 11-12),It is the layer of the Earth with the lowest temperature.,,mantle,,outer core,,crust,,inner core,,crust,1,Difficult,0
6733.0,Science,Senior (Grade 11-12),It is composed mostly of solid nickel and iron with significant amount of sulfur.,,inner core,,outer core,,mantle,,crust,,inner core,1,Difficult,0
6734.0,Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,,The outer core is the only liquid layer of the Earth.,,The crust is composed mainly of iron and nickel.,,The convection cells of the core drive the tectonic movements.,,The lower mantle is responsible for the Earth's magnetic field.,,The outer core is the only liquid layer of the Earth.,1,Difficult,0
6735.0,Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,,The mantle is the thickest layer of the Earth.,,"The outer core is located 2,000 kilometers below the Earth's surface.",,"The mantle is about 1,000 kilometers thick.",,The crust is around 5000 kilometers thick.,,The mantle is the thickest layer of the Earth.,1,Difficult,0
6736.0,Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,,The Bullen Discontinuity lies below the Gutenberg discontinuity.,,The inner core has the 90% of the total sulfur on Earth.,,The core drives tectonic movements like earthquakes and mountain building.,,Life exist and originated in the mantle.,,The inner core has the 90% of the total sulfur on Earth.,1,Difficult,0
6737.0,Science,Senior (Grade 11-12),"According to the Continental Drift Theory, the continents are made up of ________ materials.",,Heavy mantle,,Light rock,,Heavy crust,,Light solid,,Light rock,1,Difficult,0
6738.0,Science,Senior (Grade 11-12),Wegener proposed that the continents moved at this rate.,,~2 yards per decade,,~1 yard per century,,~5 yards per year,,~8 yards per week,,~1 yard per century,1,Difficult,0
3646.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. The expression 89a can be described by the phrase ""an where n is a positive integer"".",,FALSE,,TRUE,,,,,,TRUE,0,Average,0
3647.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. The expression ""0 where a = 0"" can be described by the phrase ""an where n is a positive integer"".",,,,FALSE,,,,TRUE,,FALSE,0,Average,0
3648.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. The expression 16a^2 can be described by the phrase ""an where n is a positive integer"".",,TRUE,,,,,,FALSE,,TRUE,0,Average,0
3649.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. The expression -16a^2 can be described by the phrase ""an where n is a positive integer"".",,FALSE,,TRUE,,,,,,FALSE,0,Average,0
3650.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. The expression 7/8 where a = 8 can be described by the phrase ""an where n is a positive integer"".",,,,FALSE,,,,TRUE,,FALSE,0,Average,0
3651.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A constant can be represented by any numeral or symbol.,,TRUE,,,,,,FALSE,,FALSE,0,Average,0
3652.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A variable can be represented by any letter or symbol.,,FALSE,,TRUE,,,,,,TRUE,0,Average,0
6739.0,Science,Senior (Grade 11-12),Which of the following was a supercontinent?,,Pangaea,,Laurentia,,Eurasia,,Laurasia,,Pangaea,1,Difficult,0
6740.0,Science,Senior (Grade 11-12),Antarctica is part of which mega continent?,,Laurasia,,Eurasia,,Laurentia,,Gondwana,,Gondwana,1,Difficult,0
6741.0,Science,Senior (Grade 11-12),"According to the Continental Drift Theory, this is where the Earth's crust slowly drifts.",,Liquid core,,Mantle,,Crust,,Lithosphere,,Liquid core,1,Difficult,0
6742.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,,"North America is part of the mega continent, Gondwana.",,"Australia is part of the mega continent, Gondwana.",,The crust is made up of heavier materials compared to the mantle.,,Robert Wegener proposed the Continental Drift Theory in 1908.,,"Australia is part of the mega continent, Gondwana.",1,Difficult,0
6743.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,,"Pangaea split into two mega continents, namely Gondwana and Eurasia.",,All continents are made up of materials lighter than crustal materials.,,"According to the Continental Drift Theory, the universe has stopped expanding.",,Continents drift at a fast rate.,,All continents are made up of materials lighter than crustal materials.,1,Difficult,0
6746.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true? 1) The same type of fossils were found in continents claimed to be part of the same mega continent. 2) Fossils found in the continents were indicated that the organism moved from one place to another. 3) Fo,,Numbers 2 & 3,,Number 1 only,,Number 3 only,,Numbers 1 & 3,,Number 1 only,1,Difficult,0
6747.0,Science,Senior (Grade 11-12),"Which of the following statement(s) is/are true? 1) There are similarities in the outline of continental coastlines. 2) Lystrosaurus, a fossil evidence, is a freshwater reptile. 3) Continents fit like pieces of a jigsaw puzzle.",,Numbers 1 & 3,,Number 1 only,,Numbers 2 & 3,,Number 3 only,,Numbers 1 & 3,1,Difficult,0
6749.0,Science,Senior (Grade 11-12),Which of the following is a freshwater reptile?,,Lystrosaurus,,Glossopteris,,Mesosaurus,,Cynognathus,,Mesosaurus,1,Difficult,0
3661.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The expression 3x^-2 + x^-2 is a polynomial.,,FALSE,,TRUE,,,,,,FALSE,0,Average,0
6750.0,Science,Senior (Grade 11-12),Which of the following is not evidence supporting the Continental Drift Theory?,,Evolutionary Evidence,,Landform Evidence,,Fossil Evidence,,Climate Evidence,,Evolutionary Evidence,1,Difficult,0
3663.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A quadratic polynomial is a polynomial with the degree 4.,,TRUE,,,,,,FALSE,,FALSE,0,Average,0
6751.0,Science,Senior (Grade 11-12),Which of the following was never part of Antarctica?,,Australia,,India,,North America,,South America,,North America,1,Difficult,0
6752.0,Science,Senior (Grade 11-12),Glossopteris has been found in certain regions of almost all continents except where?,,Asia and North America,,Australia and India,,India and Asia,,North America and Australia,,Asia and North America,1,Difficult,0
3666.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. In adding or subtracting polynomials, we can combine or subtract terms with the same variable and different exponents.",,TRUE,,,,,,FALSE,,FALSE,0,Average,0
6753.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,,Landform evidence shows that the Earth was originally more like a Rubik's cube.,,Climate evidence explains why the Glossopteris is found only in North America.,,"Fossil evidence shows that there are fossils found only in one continent, supporting the Continental Drift Theory.",,Continents would fit together if they were moved closer.,,Continents would fit together if they were moved closer.,1,Difficult,0
6755.0,Science,Senior (Grade 11-12),________ carry heat from the Earth's mantle and core to lithosphere.,,Subduction currents,,Conduction currents,,Convection,,mantle convection,,Conduction currents,1,Difficult,0
6756.0,Science,Senior (Grade 11-12),This is where ocean plates are subducted.,,mantle convection,,transform faults,,mid-oceanic ridges,,trenches,,trenches,1,Difficult,0
6757.0,Science,Senior (Grade 11-12),It is a gradual churning of the Earth's mantle.,,trenches,,transform faults,,mantle convection,,mid-oceanic ridges,,mantle convection,1,Difficult,0
3671.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. 7^5 = 5 x 5 x 5 x 5 x 5 x 5 x 5,,,,FALSE,,,,TRUE,,FALSE,0,Difficult,0
6758.0,Science,Senior (Grade 11-12),"As the plate moves, ________ makes the crust less dense.",,elevation,,pressure,,heat,,depth,,heat,1,Difficult,0
6759.0,Science,Senior (Grade 11-12),What rocks are formed at mid-oceanic ridges?,,metamorphic,,sedimentary,,igneous,,none of the above,,igneous,1,Difficult,0
6760.0,Science,Senior (Grade 11-12),What two plates move during seafloor spreading?,,Oceanic and Continental plates,,Continental and tectonic plates,,Oceanic and continental plates,,Tectonic and oceanic plates,,Tectonic and oceanic plates,1,Difficult,0
6761.0,Science,Senior (Grade 11-12),Which of the following statements is/are true?,,Mid-oceanic ridges are plated slip by each other.,,Harry Hess is an oceanographer.,,"During seafloor spreading, heat is carried from the Earth's core and mantle to the lithosphere.",,"In seafloor spreading, oceanic plates move towards each others.",,"During seafloor spreading, heat is carried from the Earth's core and mantle to the lithosphere.",1,Difficult,0
6762.0,Science,Senior (Grade 11-12),Which of the following statements is/are true?,,Older seafloors are found nearer the mid-oceanic ridges.,,More dense materials form elevations in the seafloor.,,Tectonic plates move away from each other during seafloor spreading.,,Heat from mantle's convection makes the crust more dense.,,Tectonic plates move away from each other during seafloor spreading.,1,Difficult,0
6763.0,Science,Senior (Grade 11-12),"If mid-oceanic ridges are subducted, what will happen then?",,Trenches are formed.,,Seafloor spreading stops,,Seafloor spreading continues,,Convection of mantle,,Seafloor spreading stops,1,Difficult,0
6764.0,Science,Senior (Grade 11-12),Which of the following statements is/are true? 1) Seafloor spreading is a result of mantle convection. 2) Seafloor spreading is a never-ending process. 3) Mid-Atlantic ridges are where oceanic crust is created.,,Numbers 2 & 3,,Number 1 only,,Number 3 only,,Numbers 1 & 3,,Number 1 only,1,Difficult,0
6765.0,Science,Senior (Grade 11-12),This refers to the valley located at the center of the mid-ocean ridge.,,Falls,,Mountain ridge,,Rift valley,,Seafloor valley,,Rift valley,1,Difficult,0
6766.0,Science,Senior (Grade 11-12),A flat seafloor area with a usual depth of 3000 - 6000 meters.,,Falls,,Mountain ranges,,Seafloor spreading,,Abyssal plain,,Abyssal plain,1,Difficult,0
6767.0,Science,Senior (Grade 11-12),Theory on the movement or shifting of the Earth's continents.,,Continental drift,,Theory of Earth,,Landmass theory,,Earthquake theory,,Continental drift,1,Difficult,0
6768.0,Science,Senior (Grade 11-12),This states that the Earth's lithosphere is divided into several plates moving in different directions.,,Continents drift,,Theory of Earth,,Plate tectonics,,Earthquake theory,,Plate tectonics,1,Difficult,0
6769.0,Science,Senior (Grade 11-12),Long mountain range under the ocean floor.,,Abyssal plain,,Seamount,,Oceanic trench,,Mid-ocean ridge,,Mid-ocean ridge,1,Difficult,0
6770.0,Science,Senior (Grade 11-12),Mountains which are usually isolated and was formed by volcanic activity under the ocean floor.,,Mid-ocean ridge,,Seamount,,Abyssal plain,,Oceanic trench,,Seamount,1,Difficult,0
6771.0,Science,Senior (Grade 11-12),Geologic process/theory in which the ocean floor moves away from each other.,,seafloor spreading,,Continental drift,,Plate tectonics,,Divergence,,seafloor spreading,1,Difficult,0
6772.0,Science,Senior (Grade 11-12),Which of the following statements is/are true?,,All statements are true.,,Transform boundaries slide past one another.,,Divergent boundaries move towards one another.,,Convergent boundaries move away from one another.,,Transform boundaries slide past one another.,1,Difficult,0
6773.0,Science,Senior (Grade 11-12),Which of the following statements is/are true?,,Trenches are formed in the subduction zones of converging crusts.,,Trenches are the shallowest part of the ocean.,,All statements are true.,,Trenches are formed in the subduction zones of diverging crusts.,,Trenches are formed in the subduction zones of converging crusts.,1,Difficult,0
6774.0,Science,Senior (Grade 11-12),Which of the following statements is/are true?,,"There are three types of transform boundaries: oceanic-oceanic, oceanic-continental, continental-continental",,Japan trench is a trench formed by two divergent plates,,There are two kinds of plate boundaries: convergent and divergent,,Plate tectonics unify the theories of seafloor spreading and continental drift.,,Plate tectonics unify the theories of seafloor spreading and continental drift.,1,Difficult,0
6775.0,Science,Senior (Grade 11-12),"What is it called when one slab of rock is displaced up, and the other, down?",,Reverse fault,,Anticline,,Syncline,,Normal fault,,Normal fault,1,Difficult,0
6776.0,Science,Senior (Grade 11-12),This is an upfolding or convexing up of rock layers.,,Normal fault,,Anticline,,Reverse fault,,Syncline,,Anticline,1,Difficult,0
6777.0,Science,Senior (Grade 11-12),Which of the following types of stress can cause folds and faults?,,Shear,,Compressional,,Tensional,,Mechanical,,Compressional,1,Difficult,0
6778.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,,Folds are formed during metamorphism.,,Tensional stress occurs when layers of rocks squeeze inward.,,"In normal faults, the direction of plate movements is the same.",,Faults are formed when compressional stress overcomes the internal strength of the rocks.,,Faults are formed when compressional stress overcomes the internal strength of the rocks.,1,Difficult,0
6779.0,Science,Senior (Grade 11-12),Which of the following statement(s) is/are true?,,Fault formation depends on the nature of the movement of rock blocks.,,Anticline and syncline are both kinds of faults.,,Faults and folds are caused by volcanism.,,Fold formation depends on the type of tension that acts on the seafloor.,,Fault formation depends on the nature of the movement of rock blocks.,1,Difficult,0
6782.0,Science,Senior (Grade 11-12),It is the breaking up of pre-existing rocks.,,weathering,,mining,,erosion,,landslide,,weathering,1,Difficult,0
6783.0,Science,Senior (Grade 11-12),A process that forms layers of sediments into rocks.,,stratification,,sedimentation,,compaction,,erosion,,stratification,1,Difficult,0
6784.0,Science,Senior (Grade 11-12),What makes stratified rocks different from massive rocks?,,Location,,Presence of layers,,Size of rocks,,Texture of rocks,,Presence of layers,1,Difficult,0
6785.0,Science,Senior (Grade 11-12),A stage in stratification that makes use of salt crystals to glue layers together.,,compaction,,sedimentation,,erosion,,cementation,,cementation,1,Difficult,0
6786.0,Science,Senior (Grade 11-12),Stratified rocks are usually ________ rocks of origin.,,volcanic,,igneous,,metamorphic,,sedimentary,,sedimentary,1,Difficult,0
6787.0,Science,Senior (Grade 11-12),What is the direction of sediments deposited in the ocean floor during stratification?,,Vertical,,right diagonal,,left diagonal,,horizontal,,horizontal,1,Difficult,0
6788.0,Science,Senior (Grade 11-12),Which of the following comes first?,,cementation,,compaction,,subtraction,,addition of layers,,compaction,1,Difficult,0
3701.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. An equation is a relation that denoted by not equal sign.,,,,TRUE,,FALSE,,,,FALSE,0,Average,0
6790.0,Science,Senior (Grade 11-12),Which of the following starts the process of stratification with sedimentation?,,weathering,,erosion,,landslide,,flooding,,weathering,1,Difficult,0
6791.0,Science,Senior (Grade 11-12),It is the study of the different layers of the rocks.,,Stratigraphy,,Earth science,,Rockigraphy,,Geography,,Stratigraphy,1,Difficult,0
6792.0,Science,Senior (Grade 11-12),The two subfields of stratigraphy.,,Carbon dating; Lithostratigraphy,,Lithostratigraphy; Sedimentation,,Biostratigraphy; Lithostratigraphy,,Sedimentation; Biostratigraphy,,Biostratigraphy; Lithostratigraphy,1,Difficult,0
6793.0,Science,Senior (Grade 11-12),It is a radioactive element used to date fossils.,,Carbon-12,,Carbon-13,,Carbon-14,,Carbon-15,,Carbon-14,1,Difficult,0
3706.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The following statement is a linear equation in one variable. 2z = 1 - 7x,,FALSE,,TRUE,,,,,,FALSE,0,Average,0
6794.0,Science,Senior (Grade 11-12),This method follows the Law of Superposition.,,Biostratigraphy,,Lithostratigraphy,,Sedimentation,,Carbon dating,,Lithostratigraphy,1,Difficult,0
6795.0,Science,Senior (Grade 11-12),"It states that, ""Every stratum consists of fossils that were deposited based on their evolutionary existence.""",,Biostratigraphy,,Lithostratigraphy,,Law of Superposition,,Principle of Faunal Succession,,Principle of Faunal Succession,1,Difficult,0
3709.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The following statement is a linear inequality in one variable. x / ?3 ? x + 9^2,,FALSE,,TRUE,,,,,,TRUE,0,Average,0
3710.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The following statement is a linear inequality in one variable. x / ?3 ? x + 9^2,,,,FALSE,,,,TRUE,,FALSE,0,Average,0
6796.0,Science,Senior (Grade 11-12),This method follows the Principle of Faunal Succession.,,Geography,,Stratigraphy,,Lithostratigraphy,,Biostratigraphy,,Biostratigraphy,1,Difficult,0
6797.0,Science,Senior (Grade 11-12),Which of the following statement is correct? 1. The youngest layer is at the top while the oldest layer is at the bottom. 2. The oldest layer is at the top while the youngest layer is at the bottom. 3. Lithostratigraphy focuses on the relationship of the,,1 and 3 are correct,,2 only,,3 only,,2 and 3 are correct,,1 and 3 are correct,1,Difficult,0
6798.0,Science,Senior (Grade 11-12),It uses fossil evidences with radioactive elements to determine age of stratified rocks.,,Age of rocks,,Life forms present,,Radioactive Carbon Dating,,Radioactive elements,,Radioactive Carbon Dating,1,Difficult,0
6799.0,Science,Senior (Grade 11-12),Biostratigraphy determines the age of the layers based on the ________ in each stratum.,,Age of rocks,,Life forms present,,Fossil evidences,,Radioactive elements,,Fossil evidences,1,Difficult,0
6800.0,Science,Senior (Grade 11-12),These are rocks with distinct layers and can easily be split into thin slabs.,,Stratified Rocks,,Sedimentary rock,,Igneous rock,,Unstratified Rocks,,Stratified Rocks,1,Difficult,0
6801.0,Science,Senior (Grade 11-12),1) Stratigraphy uses different rock formations as evidence. 2) Relative and Active Dating are both needed to create a geologic time scale.,,Only the second statement is true.,,Both statements are true.,,Only the first statement is true.,,Both statements are false.,,Both statements are true.,1,Difficult,0
6802.0,Science,Senior (Grade 11-12),1) Relative Dating uses isotopes' half-lives to determine the age of rocks. 2) Carbon-14 is the isotope used in determining the age of igneous rocks.,,Both statements are false.,,Both statements are true.,,Only the second statement is true.,,Only the first statement is true.,,Both statements are true.,1,Difficult,0
3718.0,Math,Junior (Grade 7-10),Which of the following is the graph of the solution set of the following equation. |x - 4| + 2 = 6. Select the correct answer.,,,images/quizzes/MathQ07040_03_opB.PNG,,images/quizzes/MathQ07040_03_opA.PNG,,images/quizzes/MathQ07040_03_opC.PNG,,images/quizzes/MathQ07040_03_opD.PNG,images/quizzes/MathQ07040_03_opB.PNG,0,Difficult,1
3719.0,Math,Junior (Grade 7-10),Which of the following is the graph of the solution set of the following inequality. |2x - 3| -2 > 7.  Select the correct answer.,,,images/quizzes/MathQ07040_04_opD.PNG,,images/quizzes/MathQ07040_04_opB.PNG,,images/quizzes/MathQ07040_04_opC.PNG,,images/quizzes/MathQ07040_04_opA.PNG,images/quizzes/MathQ07040_04_opC.PNG,0,Difficult,1
3720.0,Math,Junior (Grade 7-10),Which of the following is the graph of the solution set of the following inequality. |2x - 5| ? 9 Select the correct answer.,,,images/quizzes/MathQ07040_05_opA.PNG,,images/quizzes/MathQ07040_05_opD.PNG,,images/quizzes/MathQ07040_05_opC.PNG,,images/quizzes/MathQ07040_05_opB.PNG,images/quizzes/MathQ07040_05_opB.PNG,0,Difficult,1
6803.0,Science,Senior (Grade 11-12),1) All radioactive elements can be used for the radiometric dating of all types of rocks. The principle of superposition is the evaluation of rocks that cut across other rocks are younger rocks.,,Only the first statement is true.,,Both statements are true.,,Both statements are false.,,Only the second statement is true.,,Both statements are false.,1,Difficult,0
6804.0,Science,Senior (Grade 11-12),Which are most important in establishing the geologic time scale?,,Water; Isotopes,,Isotopes; Age,,Rocks; Fossils,,Age; Rocks,,Rocks; Fossils,1,Difficult,0
6805.0,Science,Senior (Grade 11-12),Which of the following is not a principle of relative dating?,,Horizontally; Uniformitarianism,,Uniformitarianism; Absolute age,,Isotope decay; Superposition,,Isotope decay; Absolute age,,Isotope decay; Absolute age,1,Difficult,0
6806.0,Science,Senior (Grade 11-12),1) ________ are the key element in identifying the 2) ________ age of an event in 3) ________ dating.,,1) isotopes; 2) Exact; 3) Radiometric,,1) Absolute; 2) isotopes; 3) rocks,,1) Absolute; 2) exact; 3) rocks,,1) Exact; 2) isotopes; 3) Radiometric,,1) isotopes; 2) Exact; 3) Radiometric,1,Difficult,0
6808.0,Science,Senior (Grade 11-12),"Which process is used to determine the geologic time scale division, EPOCH?",,Relative dating,,Radiometric dating,,Absolute dating,,Stratigraphy,,Radiometric dating,1,Difficult,0
3726.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A point indicates both position and dimension of an object.,,TRUE,,,,,,FALSE,,FALSE,0,Average,0
3727.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A point cannot occupy space.,,FALSE,,TRUE,,,,,,,0,Average,0
3728.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The crease made by folding a piece of paper can represent a line.,,,,FALSE,,,,TRUE,,,0,Average,0
3729.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The floor as a perfectly flaw surface extending infinitely in all direction can represent a plane.,,TRUE,,,,,,FALSE,,,0,Average,0
3730.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A line can be composed of only two points.,,FALSE,,TRUE,,,,,,FALSE,0,Average,0
3731.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. For any two points A and B, the segment AB is the set whose points are A and B only. The points A and B are called the endpoints of AB.",,,,FALSE,,,,TRUE,,FALSE,0,Average,0
3732.0,Math,Junior (Grade 7-10),Which of the following figures illustrates a segment? Select the correct answer.,,,images/quizzes/MathQ07043_02_opA.PNG,,images/quizzes/MathQ07043_02_opD.PNG,,images/quizzes/MathQ07043_02_opC.PNG,,images/quizzes/MathQ07043_02_opB.PNG,images/quizzes/MathQ07043_02_opA.PNG,0,Average,1
3733.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The ray AB is the set which is the union of (1) the segment AB and (2) the set of all point C for which it is true that B is between A and C.,,FALSE,,TRUE,,,,,,,0,Average,0
3734.0,Math,Junior (Grade 7-10),Which of the following figures illustrates a ray? Select the correct answer.,,,images/quizzes/MathQ07043_04_opD.PNG,,images/quizzes/MathQ07043_04_opB.PNG,,images/quizzes/MathQ07043_04_opC.PNG,,images/quizzes/MathQ07043_04_opA.PNG,images/quizzes/MathQ07043_04_opB.PNG,0,Average,1
3735.0,Math,Junior (Grade 7-10),Which of the following symbols denotes a ray? Select the correct answer.,,,images/quizzes/MathQ07043_05_opA.PNG,,images/quizzes/MathQ07043_05_opD.PNG,,images/quizzes/MathQ07043_05_opC.PNG,,images/quizzes/MathQ07043_05_opB.PNG,images/quizzes/MathQ07043_05_opD.PNG,0,Average,1
3736.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. An obtuse angle measures between 0 degree and 180 degree.,,FALSE,,TRUE,,,,,,FALSE,0,Average,0
3737.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A right angle measures exactly 90 degree.,,,,FALSE,,,,TRUE,,,0,Average,0
3738.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07044_03.png,Acute angle,,None of the choices,,Right angle,,Obtuse angle,,Acute angle,0,Average,1
3739.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07044_04.png,Obtuse angle,,Acute angle,,Right angle,,None of the choices,,Obtuse angle,0,Average,1
6809.0,Science,Senior (Grade 11-12),Which Eon considers most events related to the origin of the Earth?,,Prelumbarian,,Precambrian,,Phanerozoic,,Cenozoic,,Precambrian,1,Difficult,0
3741.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The adjacent angles formed by perpendicular lines are supplementary angles.,,TRUE,,,,,,FALSE,,,0,Average,0
3742.0,Math,Junior (Grade 7-10),Find the measure of the second angle. Select the correct answer.,,125 degrees,,135 degrees,,35 degrees,,25 degrees,,35 degrees,0,Difficult,0
6810.0,Science,Senior (Grade 11-12),"It is a chronological measurement tool describing the timing of events that occurred throughout Earth's history, and the relationships between them.",,Geologic time scale,,Rock layers,,Marker fossil,,Ammonite,,Geologic time scale,1,Difficult,0
6811.0,Science,Senior (Grade 11-12),These are fossils used to define geologic periods.,,All of the above.,,Guide fossils,,Index fossils,,Marker fossil,,All of the above.,1,Difficult,0
6812.0,Science,Senior (Grade 11-12),Which of the following is a characteristic of marker fossils?,,Existed for a long period of time,,Rare,,Unrecognizable,,Existed for a short period of time,,Existed for a short period of time,1,Difficult,0
3746.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07046_01.png,angles 4 and 2,,angles 4 and 1,,angles 4 and 3,,angles 1 and 2,,angles 4 and 3,0,Difficult,1
3747.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07046_02.png,I only,,I and III,,III only,,II only,,II only,0,Difficult,1
3748.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07046_03.png,FALSE,,TRUE,,,,,,,0,Difficult,1
3749.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07046_04.png,63 degrees,,117 degrees,,27 degrees,,135 degrees,,63 degrees,0,Difficult,1
3750.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07046_05.png,153 degrees,,63 degrees,,27 degrees,,117 degrees,,117 degrees,0,Difficult,1
3751.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. A convex polygon is defined as a polygon with one or more interior angles greater than 180 degree.,,FALSE,,TRUE,,,,,,FALSE,0,Difficult,0
3752.0,Math,Junior (Grade 7-10),Which of the following figures is a polygon? Select the correct answer.,,,images/quizzes/MathQ07048_02_opD.PNG,,images/quizzes/MathQ07048_02_opB.PNG,,images/quizzes/MathQ07048_02_opC.PNG,,images/quizzes/MathQ07048_02_opA.PNG,images/quizzes/MathQ07048_02_opC.PNG,0,Difficult,1
3753.0,Math,Junior (Grade 7-10),Which of the following figures is a convex polygon? Select the correct answer.,,,images/quizzes/MathQ07048_03_opA.PNG,,images/quizzes/MathQ07048_03_opD.PNG,,images/quizzes/MathQ07048_03_opC.PNG,,images/quizzes/MathQ07048_03_opB.PNG,images/quizzes/MathQ07048_03_opB.PNG,0,Difficult,1
6813.0,Science,Senior (Grade 11-12),________ is a marker fossil of the Mesozoic period.,,Kilobites,,Ammonites,,Trilobites,,Hittites,,Ammonites,1,Difficult,0
6814.0,Science,Senior (Grade 11-12),Which of the following statements is correct? 1) Marker fossils only existed for a particular period of time. 2) Marker fossils found beneath are far older than the fossils found near the surface.,,Both are false.,,1 only,,2 only,,1 and 2 are true.,,1 and 2 are true.,1,Difficult,0
6815.0,Science,Senior (Grade 11-12),It states that the undisturbed rock layer is older than the one above it.,,Law of Superposition,,Biostratigraphy,,Stratigraphy,,Law of Evidence,,Law of Superposition,1,Difficult,0
6818.0,Science,Senior (Grade 11-12),Which of the following statements is/are correct? 1) Ammonite is a marker for Mesozoic era. 2) Belemnite is a marker fossil for Cenozoic era.,,1 and 2 are true.,,1 only,,Both are false.,,2 only,,1 only,1,Difficult,0
3758.0,Math,Junior (Grade 7-10),"Identify if the statement is true or false. A decagon has 10 sides, 10 interior angles, and 10 exterior angles.",,,,FALSE,,,,TRUE,,,0,Difficult,0
3759.0,Math,Junior (Grade 7-10),Identify if the statement is true or false. The adjacent interior and exterior angles of the polygon are always complementary.,,TRUE,,,,,,FALSE,,FALSE,0,Difficult,0
3760.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07049_05.png,147 degrees,,47 degrees,,17 degrees,,97 degrees,,47 degrees,0,Difficult,1
3761.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07050_01.png,Arc,,Diameter,,Center,,Radius,,Diameter,0,Difficult,1
3762.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07050_02.png,Arc,,Inscribed angle,,Central angle,,Center,,Central angle,0,Difficult,1
3763.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07050_03.png,Diameter,,Radius,,Center,,Arc,,Radius,0,Difficult,1
3764.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07050_04.png,Inscribed angle,,Center,,Central angle,,Arc,,Arc,0,Difficult,1
3765.0,Math,Junior (Grade 7-10),,images/quizzes/MathQ07050_05.png,Arc,,Inscribed angle,,Central angle,,Center,,Inscribed angle,0,Difficult,1
