quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
5584,Earth and Life Science,Senior (Grade 11-12),In what book did Charles Darwin published his concept on evolution?,Systema Naturae,How the Mind Works,Micrografia,On the Origin of the Species,On the Origin of the Species,1,Average
5585,Earth and Life Science,Senior (Grade 11-12),"In the five-kingdom system proposed in 1959, which of the following is not included as a kingdom?",Monera,Plantae,Animalia,archaea,archaea,1,Average
5586,Earth and Life Science,Senior (Grade 11-12),"The main layers of the Earth are the crust, the mantle and the core. The mantle is the coldest layer of all the three.",Both statements are false.,Only the first statement is true.,Both statements are true.,Only the second statement is true.,Only the first statement is true.,1,Average
5587,Earth and Life Science,Senior (Grade 11-12),The region separating the crust and the mantle is called the Mohorovicic Discontinuity. It was named after the discoverer Andrija Mohorovicic.,Only the second statement is true.,Both statements are false.,Both statements are true.,Only the first statement is true.,Both statements are true.,1,Average
5588,Earth and Life Science,Senior (Grade 11-12),The layer above the Mohorovicic Discontinuity is called the lithosphere. The lithosphere is where geologic and tectonic activities happen.,Only the first statement is true.,Only the second statement is true.,Both statements are true.,Both statements are false.,Only the second statement is true.,1,Average
5589,Earth and Life Science,Senior (Grade 11-12),The core is the hottest among the Earth's layers. The inner core has a liquid consistency while the outer core is solid.,Both statements are false.,Only the first statement is true.,Both statements are true.,Only the second statement is true.,Only the first statement is true.,1,Average
5590,Earth and Life Science,Senior (Grade 11-12),Active organisms thrive in the crust layer of the Earth. Another region of the mantle important in tectonic movements is the asthenosphere.,Only the second statement is true.,Both statements are false.,Both statements are true.,Only the first statement is true.,Both statements are true.,1,Average
5591,Earth and Life Science,Senior (Grade 11-12),This is the thinnest layer of the Earth.,Mantle,Inner core,Crust,Outer core,Crust,1,Average
5592,Earth and Life Science,Senior (Grade 11-12),This type of crust has more dense materials as compared with the other type.,Emergent,continental,Plate,Oceanic,Oceanic,1,Average
5593,Earth and Life Science,Senior (Grade 11-12),It is responsible for the Earth's magnetic field.,mantle,inner core,outer core,crust,outer core,1,Average
5594,Earth and Life Science,Senior (Grade 11-12),It is the largest and thickest layer of the Earth.,crust,mantle,outer core,inner core,mantle,1,Average
5595,Earth and Life Science,Senior (Grade 11-12),It lies just beneath the Mohorovicic discontinuity.,inner core,crust,outer core,mantle,mantle,1,Average
5596,Earth and Life Science,Senior (Grade 11-12),"As the depth increases, the density increases in the interior of the Earth.",FALSE,,,TRUE,TRUE,0,Average
5597,Earth and Life Science,Senior (Grade 11-12),The inner core is composed of liquid iron and nickel.,TRUE,FALSE,,,FALSE,0,Average
5598,Earth and Life Science,Senior (Grade 11-12),The oceanic crust is much thicker than the continental crust.,,TRUE,,FALSE,FALSE,0,Average
5599,Earth and Life Science,Senior (Grade 11-12),It has an approximate thickness of around 1250 kilometers.,mantle,inner core,outer core,crust,inner core,1,Average
5600,Earth and Life Science,Senior (Grade 11-12),It has 83% of the total volume of the Earth.,crust,mantle,outer core,inner core,mantle,1,Average
5601,Earth and Life Science,Senior (Grade 11-12),It is the layer of the Earth with the lowest temperature.,inner core,crust,outer core,mantle,crust,1,Average
5602,Earth and Life Science,Senior (Grade 11-12),It is composed mostly of solid nickel and iron with significant amount of sulfur.,mantle,inner core,outer core,crust,inner core,1,Average
5603,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,The outer core is the only liquid layer of the Earth.,The lower mantle is responsible for the Earth's magnetic field.,The crust is composed mainly of iron and nickel.,The convection cells of the core drive the tectonic movements.,The outer core is the only liquid layer of the Earth.,1,Average
5604,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,The crust is around 5000 kilometers thick.,"The mantle is about 1,000 kilometers thick.","The outer core is located 2,000 kilometers below the Earth's surface.",The mantle is the thickest layer of the Earth.,The mantle is the thickest layer of the Earth.,1,Average
5605,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is true about the layers of the Earth?,The core drives tectonic movements like earthquakes and mountain building.,The Bullen Discontinuity lies below the Gutenberg discontinuity.,The inner core has the 90% of the total sulfur on Earth.,Life exist and originated in the mantle.,The inner core has the 90% of the total sulfur on Earth.,1,Average
5606,Earth and Life Science,Senior (Grade 11-12),Rocks are composed of minerals.,TRUE,FALSE,,,TRUE,0,Average
5607,Earth and Life Science,Senior (Grade 11-12),Minerals are liquid and mostly organic in nature.,,TRUE,,FALSE,FALSE,0,Average
5608,Earth and Life Science,Senior (Grade 11-12),Diamonds are the hardest rock-forming minerals.,FALSE,,,TRUE,TRUE,0,Average
5609,Earth and Life Science,Senior (Grade 11-12),Quartz is very reactive to chemicals and heat.,TRUE,FALSE,,,FALSE,0,Average
5610,Earth and Life Science,Senior (Grade 11-12),Which of the following is composed of a lattice of carbon molecules?,diamond,quartz,silicate,calcite,diamond,1,Average
5611,Earth and Life Science,Senior (Grade 11-12),Which of the following minerals is most reactive to hydrochloric acid?,calcite,diamond,silicate,quartz,calcite,1,Average
5612,Earth and Life Science,Senior (Grade 11-12),What do you call the mineral that is often referred to as a framework silicate?,quartz,calcite,silicate,diamond,quartz,1,Average
5613,Earth and Life Science,Senior (Grade 11-12),Which of the following is the most common sulfate mineral?,biotite,gypsum,talc,calcite,gypsum,1,Average
5614,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Talc is flammable and reactive with water and air.,Biotite is very resistant to weathering.,Gypsum is very durable due to its great hardness.,Biotite has sheets that are flexible but breakable.,Biotite has sheets that are flexible but breakable.,1,Average
5615,Earth and Life Science,Senior (Grade 11-12),Which of the following does not belong to the group?,minerals: rocks,SiO2: Quartz,Carbon: Diamond,SiO2: Calcite,SiO2: Calcite,1,Average
5616,Earth and Life Science,Senior (Grade 11-12),Talc is the hardest rock-forming mineral.,,TRUE,,FALSE,FALSE,0,Average
5617,Earth and Life Science,Senior (Grade 11-12),Chlorite is a sheet silicate.,FALSE,,,TRUE,TRUE,0,Average
5618,Earth and Life Science,Senior (Grade 11-12),Olivine is almost as hard as biotite.,TRUE,FALSE,,,FALSE,0,Average
5619,Earth and Life Science,Senior (Grade 11-12),Which of the following minerals has a greasy and soapy texture?,garnet,olivine,talc,calcite,talc,1,Average
5620,Earth and Life Science,Senior (Grade 11-12),Which of the following is an important mineral in the Earth's mantle?,calcite,garnet,talc,olivine,olivine,1,Average
5621,Earth and Life Science,Senior (Grade 11-12),Which of the following minerals is most reactive with quartz?,olivine,chlorite,talc,garnet,chlorite,1,Average
5622,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Biotite can be readily determined by physical examination.,Biotite is a member of the calcium carbonate family.,"Talc is resistant to heat, chemical, and electricity.",Gypsum is a common water-insoluble mineral sediment.,"Talc is resistant to heat, chemical, and electricity.",1,Average
5623,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true about olivine?,Olivine is a member of the silicate family.,All the statements above are true about olivine.,Olivine has a high crystallization temperature.,Some olivine are olive green in color.,All the statements above are true about olivine.,1,Average
5624,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Olivine can produce a phantomed crystal with quartz.,Garnet is a sheet silicate.,Olivines are mostly deep in red color.,Chlorite has a slightly greasy texture.,Chlorite has a slightly greasy texture.,1,Average
5625,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH009B_10.jpg,1: C; 2: D; 3: B; 4: A,1: B; 2: D; 3: A; 4: C,1: A; 2: B; 3: D; 4:C,1: C; 2: D; 3: A; 4: B,1: C; 2: D; 3: A; 4: B,0,Average
5626,Earth and Life Science,Senior (Grade 11-12),These are aggregations or conglomerations of minerals.,Rocks,Stones,Lands,Sands,Rocks,1,Average
5627,Earth and Life Science,Senior (Grade 11-12),"The three types of rocks are igneous, sedimentary, and ________ rocks.",metamorphic,metamorphosis,metaphor,conditional,metamorphic,1,Average
5628,Earth and Life Science,Senior (Grade 11-12),Which of the following is an intrusive igneous rock?,Gneiss,Obsidian,Basalt,Conglomerate,Obsidian,1,Average
5629,Earth and Life Science,Senior (Grade 11-12),Which of the following is a type of igneous rock?,Chemical,Extrusive,Foliate,Clastic,Extrusive,1,Average
5630,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH010_05.jpg,Conglomerate,Rock Salt,Coal,Limestone,Rock Salt,0,Average
5631,Earth and Life Science,Senior (Grade 11-12),Identify this rock.,Limestone,Conglomerate,Coal,Rock Salt,Conglomerate,1,Average
5632,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH010_07.jpg,Basalt,Diorite,Coal,Obsidian,Basalt,0,Average
5633,Earth and Life Science,Senior (Grade 11-12),Which of the following is a product of sandstone metamorphism?,gneiss,schist,marble,quartzite,quartzite,1,Average
5634,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Marble is a foliated metamorphic rock.,Gneiss is a foliated metamorphic rock.,Schist is a non-foliated metamorphic rock.,Quartzite is a foliated metamorphic rock.,Gneiss is a foliated metamorphic rock.,1,Average
5635,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Clastic rocks are type of sedimentary rocks.,Organic rocks are types of metamorphic rocks.,Non-foliated rocks are igneous rocks.,Intrusive rocks are types of sedimentary rocks.,Clastic rocks are type of sedimentary rocks.,1,Average
5636,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH011_01.jpg," 1-Abiotic Factor, 2-Biotic Factor, 3-Abiotic Factor, 4-Abiotic Factor, 5-Biotic Factor"," 1-Abiotic Factor, 2-Biotic Factor, 3-Abiotic Factor, 4-Biotic Factor, 5-Abiotic Factor"," 1-Biotic Factor, 2-Abiotic Factor, 3-Abiotic Factor, 4-Abiotic Factor, 5-Biotic Factor"," 1-Abiotic Factor, 2-Biotic Factor, 3-Biotic Factor, 4-Abiotic Factor, 5-Biotic Factor"," 1-Abiotic Factor, 2-Biotic Factor, 3-Abiotic Factor, 4-Abiotic Factor, 5-Biotic Factor",0,Average
5637,Earth and Life Science,Senior (Grade 11-12),This type of weathering affects the general composition of rocks due to activities carried out by the different elements and compounds of the rock. This weathering deals the elemental structure and component of the rock.,Weathering,Erosion,Landslide,Flooding,Weathering,1,Average
5638,Earth and Life Science,Senior (Grade 11-12),The main agents in this type of weathering are temperature and pressure.,Physical or Mechanical Weathering,Physical or Chemical Weathering,Mechanical or Chemical Weathering,None of the choices.,Physical or Mechanical Weathering,1,Average
5639,Earth and Life Science,Senior (Grade 11-12),"In this type of weathering, the activities of lichen and algae and the chemicals released during root growth increases the susceptibility of rocks to mechanical and chemical weathering.",Biological weathering,Physical weathering,Chemical weathering,Mechanical weathering,Biological weathering,1,Average
5640,Earth and Life Science,Senior (Grade 11-12),This is one of the major processes in chemical weathering that involves the interaction of oxygen with other minerals.,Ozonization,Carbocation,Hydrogenation,Oxidation,Oxidation,1,Average
5641,Earth and Life Science,Senior (Grade 11-12),Limestone dissolved in water exhibits what kind of major process in chemical weathering?,Separation,Dissolution,Dissolvement,Disengagement,Dissolution,1,Average
5642,Earth and Life Science,Senior (Grade 11-12),Which of the following is not a product of chemical weathering?,Clay minerals,Sucrose,Metal ores,Oxide minerals,Sucrose,1,Average
5643,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT true about weathering?,Weathering involves the transport of materials from one place to another.,Disintegration of rocks due to biological organisms is biological weathering.,"Higher surface area exposed to weathering, the faster the rate of weathering.",Fragmentation of rocks into smaller pieces because of physical stress is mechanical weathering.,Weathering involves the transport of materials from one place to another.,1,Average
5644,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Difference in pressure inside the rock and the surface increases the chance for exfoliation to happen.,The chemicals released during root growth does not contribute to the hastening of rock weathering.,"Higher surface area exposed to weathering, the faster the rate of weathering.","When water dissolves limestone, it's considered as biological weathering.",Difference in pressure inside the rock and the surface increases the chance for exfoliation to happen.,1,Average
5645,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH011_10.jpg,contraction and expansion of water molecules inside the rock during the freeze-thaw cycle,fragmentation of rocks because of force applied by an elephant,convesion of anhydrite to gypsum with the aid of water,rock disintegration due to lichen activity and root penetration,NULL,0,Average
5646,Earth and Life Science,Senior (Grade 11-12),Weathering and erosion are the same process. Weathering involves the transportation of degraded materials from one location to another.,Both statements are false.,Only the first statement is true.,Both statements are true.,Only the second statement is true.,Both statements are false.,1,Average
5647,Earth and Life Science,Senior (Grade 11-12),"Some agents of dispersal are wind, water, and gravity. Weathering is induced by chemical, mechanical and biological stresses.",Only the second statement is true.,Both statements are false.,Both statements are true.,Only the first statement is true.,Both statements are true.,1,Average
5648,Earth and Life Science,Senior (Grade 11-12),The degree of weathering is influenced by the material composition and type of stress applied on the rock. Rocks formed at high temperature and high pressure is prone to weathering.,Only the first statement is true.,Only the second statement is true.,Both statements are true.,Both statements are false.,Only the first statement is true.,1,Average
5649,Earth and Life Science,Senior (Grade 11-12),Which of the following is not a stress related to weathering?,Geological stress,Biological stress,Mechanical stress,Chemical stress,Geological stress,1,Average
5650,Earth and Life Science,Senior (Grade 11-12),This is a process where the Earth's surface is worn away.,erosion,rock formation,collision,weathering,erosion,1,Average
5651,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT true about weathering?,Minerals formed under high temperature and pressure are less resistant to weathering.,Weathering occurs in specific locations.,Erosion can also happen under the Earth's surface.,Disintegration of rocks lowers the susceptibility of rocks to different forms of weathering.,Disintegration of rocks lowers the susceptibility of rocks to different forms of weathering.,1,Average
5652,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT true about erosion?,Erosion can create new wetlands at the mouth of oceans.,Rivers carry the sediments from the mountains to the oceans.,Eroded particles can be carried away by wind.,Muddy water is an indicator of erosion.,Erosion can create new wetlands at the mouth of oceans.,1,Average
5653,Earth and Life Science,Senior (Grade 11-12),A rock was degraded from a sloping area. What could be the main agent of dispersion could act on it?,wind,vibrations,gravity,air,gravity,1,Average
5654,Earth and Life Science,Senior (Grade 11-12),Increased surface of rocks due to decomposition will ________.,Hasten weathering,Delay weathering,Has no effect on weathering,Result to erosion,Hasten weathering,1,Average
5655,Earth and Life Science,Senior (Grade 11-12),What type of mass wasting happens over a very long period of time?,Fall,Slide,Creep,Slump,Creep,1,Average
5656,Earth and Life Science,Senior (Grade 11-12),The accumulated debris at the foot of a very steep slope or almost a vertical slope is called the ________.,Formation,Talus,Packets,Residues,Talus,1,Average
5657,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH013_03.jpg,"1-Fall, 2-Slide, 3-Slump, 4-Flow, 5-Creep","1-Flow, 2-Slide, 3-Slump, 4-Fall, 5-Creep","1-Fall, 2-Slump, 3-Slide, 4-Flow, 5-Creep","1-Flow, 2-Slump, 3-Slide, 4-Fall, 5-Creep","1-Fall, 2-Slide, 3-Slump, 4-Flow, 5-Creep",0,Average
5658,Earth and Life Science,Senior (Grade 11-12),What type of a mass movement is an avalanche?,Fall,Flow,Slump,Slide,Flow,1,Average
5659,Earth and Life Science,Senior (Grade 11-12),Slide and slump are also part of another broad category called ________.,Slope Failure,Slump Failure,Slide Failure,Slide and Slump Failure,Slope Failure,1,Average
5660,Earth and Life Science,Senior (Grade 11-12),"While travelling to Isabela, Julius noticed rocks accumulating on the side of the road beside an almost vertical slope. He also saw some loose rocks on this slope that can move even with slight movement in this area. What kind of mass wasting could happen",Falls,Slope,Slump,Creep,Falls,1,Average
5661,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH013_07.jpg,"1-Artificial, 2-Natural, 3-Natural, 4-Artificial, 5-Artificial","1-Artificial, 2-Natural, 3-Natural, 4-Artificial, 5-Natural","1-Natural, 2-Natural, 3-Natural, 4-Artificial, 5-Artificial","1-Artificial, 2-Artificial, 3-Natural, 4-Natural, 5-Natural","1-Artificial, 2-Natural, 3-Natural, 4-Artificial, 5-Natural",0,Average
5662,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Increasing vegetation in sloping lands will increase the possibility of a landslide.,Human intervention like building houses on steep areas can help avoid mass movement.,"Tilting electric posts, accumulation or rocks in stone walls, and bent trees are indicators of mass movement ","Earthquakes and aftershocks, prolonged rainfall, and mining are all natural causes of mass movement.","Tilting electric posts, accumulation or rocks in stone walls, and bent trees are indicators of mass movement ",1,Average
5663,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are true?,Areas that had reported mass movement should be avoided.,All mass movements can be triggered by prolonged and extreme rain.,Vegetation is a very important in minimizing occurrence of mass wasting thus mining and quarrying should be done responsibly.,All of the above.,All of the above.,1,Average
5664,Earth and Life Science,Senior (Grade 11-12),Internal heat refers only to the heat emitted from Earth's core.,,TRUE,,FALSE,FALSE,0,Average
5665,Earth and Life Science,Senior (Grade 11-12),Heat from the sun contributes largely to Earth's internal heat.,FALSE,,,TRUE,FALSE,0,Average
5666,Earth and Life Science,Senior (Grade 11-12),There are two forms of energy that contributes to Primordial Heat.,TRUE,FALSE,,,TRUE,0,Average
5667,Earth and Life Science,Senior (Grade 11-12),Which of the following does not belong to the group?,differentiation energy,accretional energy,isotopes,planetissimals,isotopes,1,Average
5668,Earth and Life Science,Senior (Grade 11-12),Which of the following does not belong to the group?,Potassium,Barium,Thorium,Uranium,Barium,1,Average
5669,Earth and Life Science,Senior (Grade 11-12),Which of the following does not belong to the group?,Collision,Expulsion,Accumulation,Differentiation,Expulsion,1,Average
5670,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH014_07.jpg,Accretional,Primordial,Radioactive,Differentiated,Differentiated,0,Average
5671,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH014_08.jpg,Accumulation,Differentiated,,Radioactive Decay,Radioactive Decay,0,Average
5672,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT true?,Radioactive decay is the major source of the Earth's internal heat.,Primordial heat refers to the heat accumulated during Earth formation.,Stable isotopes are prone to radiation decay.,Accretional energy comes from the transfer of subatomic particles.,Accretional energy comes from the transfer of subatomic particles.,1,Average
5673,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT true?,Solar energy increases Earth's internal heat.,The Earth's core store the most amount of heat.,Uranium isotope undergoes differentiation giving off heat.,Differentiation of Earth into layers produced accretion energy.,The Earth's core store the most amount of heat.,1,Average
5674,Earth and Life Science,Senior (Grade 11-12),Magma is made entirely of Silica.,TRUE,FALSE,,,FALSE,0,Average
5675,Earth and Life Science,Senior (Grade 11-12),Flux Melting occurs in the presence of a volatile compound like SiO2.,,TRUE,,FALSE,FALSE,0,Average
5676,Earth and Life Science,Senior (Grade 11-12),Magma formation varies at different areas of the Earth.,FALSE,,,TRUE,TRUE,0,Average
5677,Earth and Life Science,Senior (Grade 11-12),Which of the following is NOT a factor in magma formation?,temperature,water content,light,pressure,light,1,Average
5678,Earth and Life Science,Senior (Grade 11-12),Which of the following is a magma with SiO2 content of 65-75%?,felsic,crust,mantle,mafic,felsic,1,Average
5679,Earth and Life Science,Senior (Grade 11-12),Which of the following are components of magma formation by decompression melting?,"High pressure, High temperature","Low pressure, Low temperature","High pressure, Low temperature","Low pressure, High temperature","Low pressure, High temperature",1,Average
5680,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are NOT involved in the formation of magma by heat transfer?,Hot liquid rocks rises to the Earth's crust.,Liquid rocks solidify on the crust layer.,Heat transfers to surrounding rocks.,Mantle rocks move towards the crust layer.,Mantle rocks move towards the crust layer.,1,Average
5681,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,Magmas at divergent boundaries are formed by decompression melting.,Magma is a solid rock that rises from the Earth's crust.,Magma formation always require high temperature.,Magma are classified based on their Silica content.,Magmas at divergent boundaries are formed by decompression melting.,1,Average
5682,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH015_09.jpg,Flux Melting,Heat Transfer,,Decompression Melting,NULL,0,Average
5683,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH015_10.jpg,"1: A, 2: D, 3: B, 4: C","1: D, 2: B, 3: A, 4: C","1: A, 2: D, 3: C, 4: B","1: C, 2: B, 3: D, 4: A","1: A, 2: D, 3: B, 4: C",0,Average
5684,Earth and Life Science,Senior (Grade 11-12),Igneous rocks are rocks formed from the cooling of lava. Lava and magma are one and the same.,Both statements are true.,Only the first statement is true.,Both statements are false.,Only the second statement is true.,Only the first statement is true.,1,Average
5685,Earth and Life Science,Senior (Grade 11-12),"Rocks can be categorized based on the location of rock formation, and the size of crystals on the rocks. Slow cooling of magma results in formation of rocks with large crystals.",Only the second statement is true.,Both statements are true.,Both statements are false.,Only the first statement is true.,Both statements are true.,1,Average
5686,Earth and Life Science,Senior (Grade 11-12),Phaneritic rocks are rocks that have formed large crystals through high pressure during the slow cooling of magma. Basalt is an example of aphanitic rock.,Only the first statement is true.,Only the second statement is true.,Both statements are false.,Both statements are true.,Both statements are true.,1,Average
5687,Earth and Life Science,Senior (Grade 11-12),What is the term used to describe a large Pluton rock?,Pluton mass,Batholith,Phaneritic,Balithton,Batholith,1,Average
5688,Earth and Life Science,Senior (Grade 11-12),The extrusive formation of igneous rocks is also called ________.,Balithton,Pluton mass,Plutonism,Volcanism,Volcanism,1,Average
5689,Earth and Life Science,Senior (Grade 11-12),Which items belong to the Plutonism concept?,"Phaneritic, Batholiths, Pressure","Phaneritic, Temperature, Aphanitic","Batholiths, Temperture, Phaneritic","Aphanitic, Pressure, Batholiths","Phaneritic, Batholiths, Pressure",1,Average
5690,Earth and Life Science,Senior (Grade 11-12),________ produces rocks with fine-grained crystal commonly called ________ rocks.,1: Volcanism; 2: Phaneritic,1. Plutonism 2. Aphanitic,1: Pluton; 2: Aphanitic,1: Volcanism; 2: Aphanitic,1: Volcanism; 2: Aphanitic,1,Average
5691,Earth and Life Science,Senior (Grade 11-12),Basalt is a/an ________ rock formed by the cooling of ________ in a process called ________.,1: Aphanitic; 2: Magma; 3: Phaneritic,1: Volcanism; 2: lava; 3: Volcanism,1: Aphanitic; 2: Magma; 3: Volcanism,1: Aphanitic; 2: lava; 3: Volcanism,1: Aphanitic; 2: lava; 3: Volcanism,1,Average
5692,Earth and Life Science,Senior (Grade 11-12),Complete the sentence by selecting the correct answer.,1: Hydrothermal; 2: Chemical; 3: Hot,1: Hydrothermal; 2: Physical; 3: Hot,1: Physical; 2: Chemical; 3: Hot,1: Hydrothermal; 2: Chemical; 3: Cold,1: Hydrothermal; 2: Chemical; 3: Hot,1,Average
5693,Earth and Life Science,Senior (Grade 11-12),"The basic agents of metamorphism are water, temperature, and pressure. Rocks that undergone metamorphism are always deformed.",Both statements are true.,Only the first statement is true.,Both statements are false.,Only the second statement is true.,Only the first statement is true.,1,Average
5694,Earth and Life Science,Senior (Grade 11-12),Regional metamorphism happens due to high temperature difference. The most common type of metamorphism is regional metamorphism.,Only the second statement is true.,Both statements are true.,Both statements are false.,Only the first statement is true.,Only the second statement is true.,1,Average
5695,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH017_04.jpg,Regional Metamorphism,Hydrothermal Metamorphism,,Burial Metamorphism,Regional Metamorphism,0,Average
5696,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH017_05.jpg,Burial Metamorphism,Dynamic Metamorphism,,Contact Metamorphism,Contact Metamorphism,0,Average
5697,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH017_06.jpg,Dynamic Metamorphism,Hydrothermal Metamorphism,,Burial Metamorphism,Dynamic Metamorphism,0,Average
5698,Earth and Life Science,Senior (Grade 11-12),What is another name for Dynamic Metamorphism?,Gneiss,Cataclastic,Mylonites,Contact,Cataclastic,1,Average
5699,Earth and Life Science,Senior (Grade 11-12),What type of metamorphism occurs in the presence of reactive water at low temp and pressure?,Hydrothermal,Contact,Dynamic,Burial,Hydrothermal,1,Average
5700,Earth and Life Science,Senior (Grade 11-12),Which agent of metamorphism is least used among the 5 types of metamorphism discussed?,Tectonic Stress,Temperature,Reactive water,Pressure,Reactive water,1,Average
5701,Earth and Life Science,Senior (Grade 11-12),What causes the deformation of rocks during Dynamic Metamorphism?,Low pressure,"Low pressure, High temperature","High Pressure, Low temperature",High Pressure,High Pressure,1,Average
5702,Earth and Life Science,Senior (Grade 11-12),Extrusive rocks are also called ________.,Batholith,Volcanic Rocks,Laccolith,Plutonic Rocks,Volcanic Rocks,1,Average
5703,Earth and Life Science,Senior (Grade 11-12),Intrusive rocks have coarse-grain textures. This is technically called: ________.,Basaltic,Phaneritic,Granitic,Aphanitic,Phaneritic,1,Average
5704,Earth and Life Science,Senior (Grade 11-12),Which of the following is an example of aphanitic rock?,Gabbro,Basalt,Peridotite,Granite,Basalt,1,Average
5705,Earth and Life Science,Senior (Grade 11-12),Which of the following is an example of basaltic intrusive rock?,Basalt,Gabbro,Peridotite,Rhyolite,Peridotite,1,Average
5706,Earth and Life Science,Senior (Grade 11-12),Which of the following statement is correct? 1. Extrusive rocks cool faster than plutonic rocks. 2. Plutonic rocks are formed on the surface of the earth. 3. Plutonic rocks are exposed to lower temperature than extrusive rocks.,2 and 3 only,1 and 3 only,1 only,1 and 2 only,1 only,1,Average
5707,Earth and Life Science,Senior (Grade 11-12),Which of the following statement is correct? 1. Extrusive rocks have coarse grain texture. 2. Intrusive rocks are phaneritic. 3. Volcanic rocks are aphanitic.,1 and 2 only,2 and 3 only,1 only,1 and 3 only,2 and 3 only,1,Average
5708,Earth and Life Science,Senior (Grade 11-12),This type of intrusive rocks is composed of magnesium and iron. An example of this type of rock is gabbro.,Intrusive mafic/ Mafic intrusive rock,Destructive mafic/ Mafic Destructive rock,Invasive mafic/ Mafic Invasive rock,Massive mafic/ Mafic Massive rock,Intrusive mafic/ Mafic intrusive rock,1,Average
5709,Earth and Life Science,Senior (Grade 11-12),"Since 1. ________ are formed outside volcanoes, and are exposed to 2. ________ temperature, they cool 3. ________ than 4. ________.",1: plutonic rockss; 2: lower; 3: faster; 4: volcanic,1: volcanic rocks; 2: higher; 3: slower; 4: plutonic rocks,1: volcanic rocks; 2: lower; 3: faster; 4: plutonic rocks,1: plutonic rocks; 2: lower; 3: slower; 4: plutonic rocks,1: volcanic rocks; 2: lower; 3: faster; 4: plutonic rocks,1,Average
5710,Earth and Life Science,Senior (Grade 11-12),Which of the following statements is correct?,All mafic rocks are extrusive.,All felsic rocks are intrusive.,All felsic rocks are basaltic.,Intrusive and extrusive rocks can either be mafic or felsic.,Intrusive and extrusive rocks can either be mafic or felsic.,1,Average
5711,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH018_10.jpg,"Plutonic, phaneritic, felsic, basaltic","Volcanic, aphanitic, felsic, granitic","Plutonic, aphanitic, felsic, granitic","Volcanic, phaneritic, mafic, basaltic","Volcanic, aphanitic, felsic, granitic",0,Average
5712,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH019_01.jpg,Strike-Slip,Thrust,Reverse,Vertical,Strike-Slip,0,Average
5713,Earth and Life Science,Senior (Grade 11-12),What is/are the forces that deform rocks?,Faults and Tension,Stress and Fault,"Shear, and Tension","Shear, and Stress","Shear, and Tension",1,Average
5714,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH019_03.jpg,Strike-Slip,Thrust,Vertical,Reverse,Reverse,0,Average
5715,Earth and Life Science,Senior (Grade 11-12),What type of deformation is a reversible one?,Elastic,Plastic,Ductile,Brittle,Elastic,1,Average
5716,Earth and Life Science,Senior (Grade 11-12),images/quizzes/ELSciQSH019_05.jpg,"B, A, D, C","B, A, C, D","B, C, A, D","A, B, D, C","B, A, D, C",0,Average
5717,Earth and Life Science,Senior (Grade 11-12),Compressional stress causes which type of fault/s?,"Reverse, Strike-Slip","Thrust, and Reverse","Vertical, Vertical","Thrust, and Vertical","Thrust, and Reverse",1,Average
